"Code","Year","Entity","Fossil.fuels..TWh.growth...sub.method.","Coal..TWh.growth...sub.method.","Gas..TWh.growth...sub.method.","Oil..TWh.growth...sub.method.","region","sub.region"
"LKA",1999,"Sri Lanka",2.877,-0.002,0,2.879,"Asia","Southern Asia"
"LKA",1993,"Sri Lanka",-0.536,-0.002,0,-0.534,"Asia","Southern Asia"
"LKA",1973,"Sri Lanka",0.504,0,0,0.504,"Asia","Southern Asia"
"LKA",1966,"Sri Lanka",0.132,0,0,0.132,"Asia","Southern Asia"
"LKA",2003,"Sri Lanka",0.309,0.568,0,-0.259,"Asia","Southern Asia"
"LKA",1992,"Sri Lanka",2.869,0,0,2.869,"Asia","Southern Asia"
"LKA",1986,"Sri Lanka",-0.12,-0.153,0,0.033,"Asia","Southern Asia"
"LKA",2014,"Sri Lanka",-1.077,5.128,0,-6.205,"Asia","Southern Asia"
"LKA",1969,"Sri Lanka",0.136,0,0,0.136,"Asia","Southern Asia"
"LKA",2019,"Sri Lanka",6.609,1.634,0,4.975,"Asia","Southern Asia"
"LKA",1979,"Sri Lanka",0.327,-0.011,0,0.338,"Asia","Southern Asia"
"LKA",1967,"Sri Lanka",0.136,0,0,0.136,"Asia","Southern Asia"
"LKA",1996,"Sri Lanka",4.913,-0.009,0,4.922,"Asia","Southern Asia"
"LTU",2013,"Lithuania",-6.165,0.409,-5.702,-0.872,"Europe","Northern Europe"
"LTU",2016,"Lithuania",0.22,0.028,-2.619,2.811,"Europe","Northern Europe"
"LTU",1990,"Lithuania",2.148,-0.934,7.174,-4.092,"Europe","Northern Europe"
"LTU",2005,"Lithuania",3.748,0.187,1.494,2.066,"Europe","Northern Europe"
"LTU",2014,"Lithuania",-2.241,-0.481,-1.155,-0.605,"Europe","Northern Europe"
"LTU",1986,"Lithuania",-15.079,1.55,0.087,-16.715,"Europe","Northern Europe"
"LTU",2006,"Lithuania",0.708,0.77,-0.261,0.199,"Europe","Northern Europe"
"LTU",2003,"Lithuania",1.331,0.458,2.139,-1.266,"Europe","Northern Europe"
"LTU",2008,"Lithuania",-1.005,-0.44,-3.444,2.878,"Europe","Northern Europe"
"LTU",1988,"Lithuania",-1.709,0.088,1.818,-3.615,"Europe","Northern Europe"
"LTU",2017,"Lithuania",2.428,0.155,0.87,1.403,"Europe","Northern Europe"
"LTU",2007,"Lithuania",4.57,-0.017,5.089,-0.502,"Europe","Northern Europe"
"LTU",2012,"Lithuania",-0.079,-0.07,-0.745,0.736,"Europe","Northern Europe"
"LTU",1996,"Lithuania",2.818,-0.231,1.631,1.419,"Europe","Northern Europe"
"LTU",1991,"Lithuania",11.86,1.084,1.914,8.861,"Europe","Northern Europe"
"LTU",1997,"Lithuania",-2.809,-0.502,-1.939,-0.368,"Europe","Northern Europe"
"LTU",1998,"Lithuania",2.511,-0.271,-2.89,5.672,"Europe","Northern Europe"
"LTU",2004,"Lithuania",1.916,-0.067,-0.069,2.052,"Europe","Northern Europe"
"LTU",2011,"Lithuania",1.976,0.38,2.638,-1.042,"Europe","Northern Europe"
"LTU",1992,"Lithuania",-75.914,-5.502,-24.149,-46.263,"Europe","Northern Europe"
"LTU",2015,"Lithuania",2.241,-0.525,0.021,2.745,"Europe","Northern Europe"
"LTU",1999,"Lithuania",-7.397,-0.271,0.686,-7.812,"Europe","Northern Europe"
"LTU",2009,"Lithuania",-10.368,-0.505,-4.819,-5.044,"Europe","Northern Europe"
"LTU",2002,"Lithuania",-1.526,0.597,0.276,-2.398,"Europe","Northern Europe"
"LTU",1989,"Lithuania",4.356,-0.717,2.727,2.346,"Europe","Northern Europe"
"LTU",1987,"Lithuania",9.986,-0.172,1.818,8.34,"Europe","Northern Europe"
"LTU",2019,"Lithuania",-0.958,-0.088,-0.815,-0.054,"Europe","Northern Europe"
"LTU",1994,"Lithuania",-1.246,-0.73,2.731,-3.246,"Europe","Northern Europe"
"LTU",2010,"Lithuania",4.987,0.45,3.61,0.927,"Europe","Northern Europe"
"LTU",2018,"Lithuania",2.252,0.155,0.098,1.999,"Europe","Northern Europe"
"LTU",1993,"Lithuania",-21.992,-0.55,-14.776,-6.666,"Europe","Northern Europe"
"LTU",1995,"Lithuania",-1.095,-0.719,3.461,-3.837,"Europe","Northern Europe"
"LTU",2000,"Lithuania",-5.926,-0.505,2.924,-8.345,"Europe","Northern Europe"
"LTU",2001,"Lithuania",5.109,-0.099,0.958,4.249,"Europe","Northern Europe"
"LUX",2007,"Luxembourg",-2.065,-0.165,-0.953,-0.947,"Europe","Western Europe"
"LUX",1990,"Luxembourg",2.055,-0.384,0.75,1.689,"Europe","Western Europe"
"LUX",1971,"Luxembourg",-1.726,-2.457,0.074,0.658,"Europe","Western Europe"
"LUX",1968,"Luxembourg",3.212,1.928,0,1.284,"Europe","Western Europe"
"LUX",2011,"Luxembourg",-1.289,-0.1,-1.911,0.722,"Europe","Western Europe"
"LUX",2010,"Luxembourg",2.522,0.001,0.978,1.542,"Europe","Western Europe"
"LUX",1986,"Luxembourg",-0.77,-1.814,-0.073,1.118,"Europe","Western Europe"
"LUX",2012,"Luxembourg",-1.059,-0.055,0.218,-1.223,"Europe","Western Europe"
"LUX",1996,"Luxembourg",1.06,-0.331,0.626,0.766,"Europe","Western Europe"
"LUX",1977,"Luxembourg",-2.974,-2.919,0.22,-0.275,"Europe","Western Europe"
"LUX",2013,"Luxembourg",-2.501,-0.067,-1.874,-0.559,"Europe","Western Europe"
"LUX",1970,"Luxembourg",1.737,0.775,0.044,0.919,"Europe","Western Europe"
"LUX",1991,"Luxembourg",2.731,-0.625,0.198,3.158,"Europe","Western Europe"
"LUX",2002,"Luxembourg",3.766,-0.52,3.728,0.558,"Europe","Western Europe"
"LUX",2015,"Luxembourg",-1.467,-0.049,-0.863,-0.554,"Europe","Western Europe"
"LUX",2016,"Luxembourg",-0.697,0.038,-0.696,-0.039,"Europe","Western Europe"
"LUX",1989,"Luxembourg",4.623,2.541,0.511,1.571,"Europe","Western Europe"
"LUX",1994,"Luxembourg",-1.616,-1.632,0.042,-0.026,"Europe","Western Europe"
"LUX",1973,"Luxembourg",2.861,-0.259,1.172,1.948,"Europe","Western Europe"
"LUX",1974,"Luxembourg",0.707,1.861,0.806,-1.96,"Europe","Western Europe"
"LUX",2000,"Luxembourg",2.199,0.12,0.208,1.871,"Europe","Western Europe"
"LUX",1992,"Luxembourg",0.163,-0.706,0.219,0.65,"Europe","Western Europe"
"LUX",1981,"Luxembourg",-5.666,-4.153,-1.006,-0.506,"Europe","Western Europe"
"LUX",1984,"Luxembourg",2.237,1.997,0.22,0.021,"Europe","Western Europe"
"LUX",1993,"Luxembourg",0.526,0.381,0.208,-0.064,"Europe","Western Europe"
"LUX",1987,"Luxembourg",-1.79,-4.048,0.438,1.821,"Europe","Western Europe"
"LUX",1999,"Luxembourg",1.934,0.013,0.273,1.648,"Europe","Western Europe"
"LUX",2003,"Luxembourg",2.151,-0.199,0.152,2.198,"Europe","Western Europe"
"LUX",2014,"Luxembourg",-1.674,0.064,-0.544,-1.194,"Europe","Western Europe"
"LUX",1978,"Luxembourg",1.6,1.043,0.44,0.118,"Europe","Western Europe"
"LUX",2008,"Luxembourg",-0.409,-0.041,-0.642,0.274,"Europe","Western Europe"
"LUX",1975,"Luxembourg",-8.588,-7.192,0.497,-1.893,"Europe","Western Europe"
"LUX",1972,"Luxembourg",1.404,-0.457,1.026,0.836,"Europe","Western Europe"
"LUX",2006,"Luxembourg",-1.031,0.174,0.629,-1.834,"Europe","Western Europe"
"LUX",1980,"Luxembourg",-3.314,-0.171,-0.606,-2.537,"Europe","Western Europe"
"LUX",2018,"Luxembourg",1.752,-0.037,-0.111,1.9,"Europe","Western Europe"
"LUX",1983,"Luxembourg",-2.029,-1.294,-0.147,-0.588,"Europe","Western Europe"
"LUX",2019,"Luxembourg",0.777,0.16,0.004,0.613,"Europe","Western Europe"
"LUX",2005,"Luxembourg",0.735,-0.022,-0.228,0.985,"Europe","Western Europe"
"LUX",1998,"Luxembourg",-1.29,-2.292,0.071,0.932,"Europe","Western Europe"
"LUX",1979,"Luxembourg",1.123,2.128,0.22,-1.225,"Europe","Western Europe"
"LUX",2017,"Luxembourg",1.181,-0.082,-0.186,1.449,"Europe","Western Europe"
"LUX",1995,"Luxembourg",-5.096,-4.471,0.806,-1.432,"Europe","Western Europe"
"LUX",1982,"Luxembourg",-2.072,-1.35,-0.586,-0.135,"Europe","Western Europe"
"LUX",1997,"Luxembourg",-0.822,-1.979,0.175,0.982,"Europe","Western Europe"
"LUX",1969,"Luxembourg",3.286,1.793,0.029,1.463,"Europe","Western Europe"
"LUX",1966,"Luxembourg",-1.721,-3.078,0,1.357,"Europe","Western Europe"
"LUX",2004,"Luxembourg",5.919,0.266,1.349,4.305,"Europe","Western Europe"
"LUX",1967,"Luxembourg",-0.635,-1.804,0,1.168,"Europe","Western Europe"
"LUX",1988,"Luxembourg",0.761,0.206,0.146,0.41,"Europe","Western Europe"
"LUX",1976,"Luxembourg",0.138,-1.686,0.529,1.295,"Europe","Western Europe"
"LUX",2009,"Luxembourg",-2.094,-0.093,0.224,-2.224,"Europe","Western Europe"
"LUX",1985,"Luxembourg",0.895,-0.122,0.279,0.739,"Europe","Western Europe"
"LUX",2001,"Luxembourg",2.673,0.101,0.872,1.7,"Europe","Western Europe"
"LVA",2018,"Latvia",0.302,0.093,1.752,-1.543,"Europe","Northern Europe"
"LVA",2013,"Latvia",-0.166,-0.16,-0.21,0.204,"Europe","Northern Europe"
"LVA",2016,"Latvia",1.028,-0.061,0.452,0.637,"Europe","Northern Europe"
"LVA",1989,"Latvia",-1.81,-1.795,0,-0.015,"Europe","Northern Europe"
"LVA",1990,"Latvia",-1.202,0.243,0.965,-2.41,"Europe","Northern Europe"
"LVA",2014,"Latvia",-1.494,-0.177,-1.425,0.107,"Europe","Northern Europe"
"LVA",2015,"Latvia",0.909,-0.157,0.106,0.96,"Europe","Northern Europe"
"LVA",1987,"Latvia",-10.71,-0.899,0.885,-10.697,"Europe","Northern Europe"
"LVA",2011,"Latvia",-3.737,0.019,-2.054,-1.701,"Europe","Northern Europe"
"LVA",1992,"Latvia",-20.415,-0.869,-10.6,-8.947,"Europe","Northern Europe"
"LVA",2019,"Latvia",1.579,0.291,-0.597,1.885,"Europe","Northern Europe"
"LVA",1988,"Latvia",-3.001,0.036,1.765,-4.803,"Europe","Northern Europe"
"LVA",2001,"Latvia",2.925,-0.102,0.506,2.521,"Europe","Northern Europe"
"LVA",2017,"Latvia",-0.795,-0.012,-1.232,0.449,"Europe","Northern Europe"
"LVA",1986,"Latvia",-7.585,2.211,0.965,-10.762,"Europe","Northern Europe"
"LVA",2007,"Latvia",1.33,0.238,-0.539,1.631,"Europe","Northern Europe"
"LVA",2008,"Latvia",-0.72,-0.012,-0.331,-0.377,"Europe","Northern Europe"
"LVA",1999,"Latvia",-2.258,-0.436,-0.464,-1.358,"Europe","Northern Europe"
"LVA",2006,"Latvia",-0.574,0.067,0.539,-1.181,"Europe","Northern Europe"
"LVA",2009,"Latvia",-3.337,-0.238,-1.306,-1.793,"Europe","Northern Europe"
"LVA",2012,"Latvia",-1.196,-0.259,-0.909,-0.028,"Europe","Northern Europe"
"LVA",1993,"Latvia",-8.929,-0.547,-5.29,-3.092,"Europe","Northern Europe"
"LVA",2002,"Latvia",1.445,-0.277,1.846,-0.124,"Europe","Northern Europe"
"LVA",1995,"Latvia",-1.967,-1.261,1.76,-2.466,"Europe","Northern Europe"
"LVA",2010,"Latvia",5.402,0.276,2.782,2.344,"Europe","Northern Europe"
"LVA",2003,"Latvia",-0.035,-0.119,-0.08,0.164,"Europe","Northern Europe"
"LVA",1991,"Latvia",-3.176,-1.018,-0.965,-1.193,"Europe","Northern Europe"
"LVA",2005,"Latvia",0.803,0.159,-0.473,1.117,"Europe","Northern Europe"
"LVA",1996,"Latvia",0.079,-0.194,-0.885,1.158,"Europe","Northern Europe"
"LVA",1997,"Latvia",-2.928,-0.311,0,-2.617,"Europe","Northern Europe"
"LVA",1994,"Latvia",-2.801,-1.439,0,-1.362,"Europe","Northern Europe"
"LVA",2000,"Latvia",-1.032,0.047,2.219,-3.298,"Europe","Northern Europe"
"LVA",2004,"Latvia",2.604,-0.251,1.557,1.298,"Europe","Northern Europe"
"LVA",1998,"Latvia",-0.341,-0.683,1.273,-0.931,"Europe","Northern Europe"
"MAR",1991,"Morocco",1.03,1.14,-0.181,0.072,"Africa","Northern Africa"
"MAR",2016,"Morocco",1.797,-1.881,0.184,3.494,"Africa","Northern Africa"
"MAR",1981,"Morocco",-0.373,0.289,0.183,-0.845,"Africa","Northern Africa"
"MAR",2018,"Morocco",3.247,8.111,-1.096,-3.768,"Africa","Northern Africa"
"MAR",2012,"Morocco",4.475,0.545,2.979,0.952,"Africa","Northern Africa"
"MAR",1977,"Morocco",4.466,-0.289,0.069,4.686,"Africa","Northern Africa"
"MAR",1978,"Morocco",2.996,0.04,-0.047,3.003,"Africa","Northern Africa"
"MAR",1996,"Morocco",0.682,5.315,0.035,-4.668,"Africa","Northern Africa"
"MAR",1992,"Morocco",10.75,-1.012,-0.11,11.873,"Africa","Northern Africa"
"MAR",1974,"Morocco",2.246,-0.041,0.1,2.186,"Africa","Northern Africa"
"MAR",1969,"Morocco",1.64,-0.002,0,1.642,"Africa","Northern Africa"
"MAR",1966,"Morocco",6.094,1.127,0,4.967,"Africa","Northern Africa"
"MAR",1987,"Morocco",1.492,1.675,-0.166,-0.017,"Africa","Northern Africa"
"MAR",1990,"Morocco",1.722,-0.465,-0.041,2.228,"Africa","Northern Africa"
"MAR",1984,"Morocco",1.173,-0.958,-0.001,2.132,"Africa","Northern Africa"
"MAR",2002,"Morocco",3.27,-0.221,0.092,3.399,"Africa","Northern Africa"
"MAR",2017,"Morocco",10.62,1.965,-0.089,8.743,"Africa","Northern Africa"
"MAR",2000,"Morocco",-0.901,4.815,0.058,-5.775,"Africa","Northern Africa"
"MAR",1999,"Morocco",7.095,-1.21,0.054,8.25,"Africa","Northern Africa"
"MAR",1975,"Morocco",1.629,0.576,-0.09,1.143,"Africa","Northern Africa"
"MAR",1971,"Morocco",1.419,0.154,0.016,1.249,"Africa","Northern Africa"
"MAR",1995,"Morocco",-1.325,3.315,-0.074,-4.566,"Africa","Northern Africa"
"MAR",1993,"Morocco",2.527,1.186,-0.005,1.346,"Africa","Northern Africa"
"MAR",1983,"Morocco",1.891,1.308,0.043,0.54,"Africa","Northern Africa"
"MAR",1988,"Morocco",3.594,-0.163,0.016,3.741,"Africa","Northern Africa"
"MAR",2001,"Morocco",8.617,8.467,-0.005,0.155,"Africa","Northern Africa"
"MAR",2014,"Morocco",4.32,12.051,-0.353,-7.378,"Africa","Northern Africa"
"MAR",1968,"Morocco",1.44,-0.327,0,1.767,"Africa","Northern Africa"
"MAR",1980,"Morocco",0.371,-0.2,-0.09,0.661,"Africa","Northern Africa"
"MAR",1994,"Morocco",8.515,1.617,-0.005,6.903,"Africa","Northern Africa"
"MAR",1976,"Morocco",3.582,0.407,0.082,3.093,"Africa","Northern Africa"
"MAR",1986,"Morocco",1.768,2.756,-0.029,-0.959,"Africa","Northern Africa"
"MAR",2011,"Morocco",13.684,2.211,1.854,9.62,"Africa","Northern Africa"
"MAR",2010,"Morocco",15.959,0.945,0.517,14.496,"Africa","Northern Africa"
"MAR",2009,"Morocco",-9.228,-11.146,0.579,1.339,"Africa","Northern Africa"
"MAR",2006,"Morocco",3.308,0.744,1.025,1.539,"Africa","Northern Africa"
"MAR",2007,"Morocco",-1.576,-7.296,0.676,5.044,"Africa","Northern Africa"
"MAR",1979,"Morocco",5.775,-0.122,-0.059,5.955,"Africa","Northern Africa"
"MAR",2003,"Morocco",-1.386,-1.412,-0.022,0.048,"Africa","Northern Africa"
"MAR",2019,"Morocco",21.055,17.622,-0.54,3.972,"Africa","Northern Africa"
"MAR",2015,"Morocco",1.586,4.744,0.202,-3.36,"Africa","Northern Africa"
"MAR",1972,"Morocco",2.385,0.82,0.042,1.523,"Africa","Northern Africa"
"MAR",1989,"Morocco",6.707,1.244,-0.192,5.655,"Africa","Northern Africa"
"MAR",2005,"Morocco",14.368,2.047,3.602,8.719,"Africa","Northern Africa"
"MAR",1997,"Morocco",3.868,-1.151,0.137,4.882,"Africa","Northern Africa"
"MAR",1973,"Morocco",5.061,-0.04,0.136,4.964,"Africa","Northern Africa"
"MAR",2004,"Morocco",17.715,4.04,0.143,13.532,"Africa","Northern Africa"
"MAR",1998,"Morocco",3.763,4.466,0.029,-0.732,"Africa","Northern Africa"
"MAR",1967,"Morocco",1.615,-0.014,0,1.629,"Africa","Northern Africa"
"MAR",2013,"Morocco",1.145,-0.269,-0.358,1.772,"Africa","Northern Africa"
"MAR",1970,"Morocco",1.431,0.425,0,1.006,"Africa","Northern Africa"
"MAR",1985,"Morocco",1.744,1.872,0.105,-0.233,"Africa","Northern Africa"
"MAR",1982,"Morocco",3.136,0.561,-0.06,2.635,"Africa","Northern Africa"
"MAR",2008,"Morocco",16.812,5.02,-0.074,11.866,"Africa","Northern Africa"
"MEX",1981,"Mexico",72.826,-3.139,18.774,57.191,"Americas","Latin America and the Caribbean"
"MEX",1992,"Mexico",10.579,0.428,0.034,10.117,"Americas","Latin America and the Caribbean"
"MEX",1988,"Mexico",0.412,-2.022,4.353,-1.918,"Americas","Latin America and the Caribbean"
"MEX",1978,"Mexico",92.588,1.111,35.06,56.416,"Americas","Latin America and the Caribbean"
"MEX",1984,"Mexico",39.492,0.093,0.386,39.013,"Americas","Latin America and the Caribbean"
"MEX",1989,"Mexico",52.787,3.823,-5.632,54.596,"Americas","Latin America and the Caribbean"
"MEX",1993,"Mexico",4.076,4.91,0.87,-1.704,"Americas","Latin America and the Caribbean"
"MEX",1998,"Mexico",73.012,1.484,20.416,51.112,"Americas","Latin America and the Caribbean"
"MEX",1967,"Mexico",3.308,1.943,-11.917,13.282,"Americas","Latin America and the Caribbean"
"MEX",1991,"Mexico",48.803,-1.286,14.186,35.903,"Americas","Latin America and the Caribbean"
"MEX",2011,"Mexico",88.944,23.208,47.64,18.096,"Americas","Latin America and the Caribbean"
"MEX",1983,"Mexico",-5.351,3.963,8.242,-17.556,"Americas","Latin America and the Caribbean"
"MEX",1974,"Mexico",49.358,1.95,6.401,41.007,"Americas","Latin America and the Caribbean"
"MEX",2013,"Mexico",9.289,-1.039,41.413,-31.085,"Americas","Latin America and the Caribbean"
"MEX",2007,"Mexico",17.81,-11.615,-12.469,41.894,"Americas","Latin America and the Caribbean"
"MEX",1972,"Mexico",41.915,1.653,7.185,33.076,"Americas","Latin America and the Caribbean"
"MEX",1987,"Mexico",39.27,-1.285,4.322,36.233,"Americas","Latin America and the Caribbean"
"MEX",1997,"Mexico",32.305,0.064,1.591,30.649,"Americas","Latin America and the Caribbean"
"MEX",2012,"Mexico",24.208,-22.061,28.453,17.817,"Americas","Latin America and the Caribbean"
"MEX",1999,"Mexico",-5.046,1.2,3.119,-9.365,"Americas","Latin America and the Caribbean"
"MEX",2010,"Mexico",41.822,28.372,8.757,4.692,"Americas","Latin America and the Caribbean"
"MEX",1973,"Mexico",33.95,1.251,11.966,20.733,"Americas","Latin America and the Caribbean"
"MEX",1995,"Mexico",-55.077,5.94,5.872,-66.889,"Americas","Latin America and the Caribbean"
"MEX",2006,"Mexico",54.386,9.769,55.76,-11.142,"Americas","Latin America and the Caribbean"
"MEX",1996,"Mexico",35.977,8.541,5.881,21.555,"Americas","Latin America and the Caribbean"
"MEX",2018,"Mexico",-34.042,-19.207,15.408,-30.243,"Americas","Latin America and the Caribbean"
"MEX",2015,"Mexico",7.094,-0.288,19.345,-11.962,"Americas","Latin America and the Caribbean"
"MEX",1980,"Mexico",77.825,0.335,15.362,62.127,"Americas","Latin America and the Caribbean"
"MEX",2014,"Mexico",-39.112,-0.288,10.534,-49.358,"Americas","Latin America and the Caribbean"
"MEX",2005,"Mexico",100.411,27.71,46.904,25.797,"Americas","Latin America and the Caribbean"
"MEX",2017,"Mexico",23.675,32.12,30.035,-38.479,"Americas","Latin America and the Caribbean"
"MEX",1970,"Mexico",20.876,1.356,2.204,17.316,"Americas","Latin America and the Caribbean"
"MEX",2000,"Mexico",75.733,6.639,21.224,47.869,"Americas","Latin America and the Caribbean"
"MEX",1994,"Mexico",97.954,9.026,17.765,71.164,"Americas","Latin America and the Caribbean"
"MEX",1969,"Mexico",31.404,0.151,18.878,12.375,"Americas","Latin America and the Caribbean"
"MEX",2009,"Mexico",16.025,2.201,51.722,-37.898,"Americas","Latin America and the Caribbean"
"MEX",1971,"Mexico",22.078,3.196,3.919,14.962,"Americas","Latin America and the Caribbean"
"MEX",1968,"Mexico",23.41,0.507,5.396,17.508,"Americas","Latin America and the Caribbean"
"MEX",2003,"Mexico",23.795,-36.787,34.406,26.176,"Americas","Latin America and the Caribbean"
"MEX",1966,"Mexico",13.547,0.535,4.467,8.546,"Americas","Latin America and the Caribbean"
"MEX",1990,"Mexico",56.881,-0.332,20.211,37.002,"Americas","Latin America and the Caribbean"
"MEX",1977,"Mexico",29.056,7.945,7.144,13.967,"Americas","Latin America and the Caribbean"
"MEX",1986,"Mexico",-17.613,3.636,-30.357,9.108,"Americas","Latin America and the Caribbean"
"MEX",1975,"Mexico",42.258,3.056,2.243,36.959,"Americas","Latin America and the Caribbean"
"MEX",1976,"Mexico",31.997,-5.493,-2.535,40.025,"Americas","Latin America and the Caribbean"
"MEX",2016,"Mexico",26.923,-3.017,22.471,7.469,"Americas","Latin America and the Caribbean"
"MEX",2001,"Mexico",-7.344,7.487,2.772,-17.603,"Americas","Latin America and the Caribbean"
"MEX",1985,"Mexico",38.689,2.745,6.695,29.249,"Americas","Latin America and the Caribbean"
"MEX",1979,"Mexico",73.041,-0.478,36.596,36.923,"Americas","Latin America and the Caribbean"
"MEX",2002,"Mexico",59.632,56.432,48.783,-45.583,"Americas","Latin America and the Caribbean"
"MEX",2019,"Mexico",-39.165,-16.569,30.931,-53.526,"Americas","Latin America and the Caribbean"
"MEX",2004,"Mexico",79.112,2.401,35.125,41.586,"Americas","Latin America and the Caribbean"
"MEX",1982,"Mexico",46.3,4.722,18.165,23.413,"Americas","Latin America and the Caribbean"
"MEX",2008,"Mexico",12.77,-14.038,29.552,-2.744,"Americas","Latin America and the Caribbean"
"MKD",1998,"North Macedonia",3.369,4.408,0.192,-1.231,"Europe","Southern Europe"
"MKD",2006,"North Macedonia",0.12,-0.479,0.052,0.547,"Europe","Southern Europe"
"MKD",2003,"North Macedonia",1.839,2.263,-0.086,-0.338,"Europe","Southern Europe"
"MKD",2015,"North Macedonia",-0.456,-1.232,0.009,0.767,"Europe","Southern Europe"
"MKD",1997,"North Macedonia",-3.415,-1.041,0,-2.374,"Europe","Southern Europe"
"MKD",2012,"North Macedonia",-1.342,-1.01,0.048,-0.381,"Europe","Southern Europe"
"MKD",2013,"North Macedonia",-2.735,-2.647,0.176,-0.264,"Europe","Southern Europe"
"MKD",1993,"North Macedonia",1.007,0.077,0,0.93,"Europe","Southern Europe"
"MKD",1995,"North Macedonia",-0.104,0.507,0,-0.611,"Europe","Southern Europe"
"MKD",2010,"North Macedonia",-0.553,-0.493,0.36,-0.421,"Europe","Southern Europe"
"MKD",2008,"North Macedonia",-0.629,0.42,0.136,-1.185,"Europe","Southern Europe"
"MKD",2011,"North Macedonia",2.71,2.139,0.174,0.396,"Europe","Southern Europe"
"MKD",2017,"North Macedonia",0.915,0.948,0.585,-0.618,"Europe","Southern Europe"
"MKD",2019,"North Macedonia",3.593,2.217,0.399,0.976,"Europe","Southern Europe"
"MKD",2005,"North Macedonia",0.968,0.616,0.047,0.305,"Europe","Southern Europe"
"MKD",2004,"North Macedonia",-0.684,-0.855,-0.019,0.19,"Europe","Southern Europe"
"MKD",2018,"North Macedonia",-1.798,-1.075,-0.204,-0.518,"Europe","Southern Europe"
"MKD",1999,"North Macedonia",-2.325,-2.488,0.163,0.001,"Europe","Southern Europe"
"MKD",2001,"North Macedonia",-0.203,1.643,0.192,-2.037,"Europe","Southern Europe"
"MKD",2014,"North Macedonia",-1.31,-1.012,-0.214,-0.084,"Europe","Southern Europe"
"MKD",2007,"North Macedonia",1.59,0.431,0.215,0.945,"Europe","Southern Europe"
"MKD",1994,"North Macedonia",-2.349,0.602,0,-2.951,"Europe","Southern Europe"
"MKD",1996,"North Macedonia",4.484,-0.54,0,5.024,"Europe","Southern Europe"
"MKD",1991,"North Macedonia",-1.268,0.067,0,-1.335,"Europe","Southern Europe"
"MKD",1992,"North Macedonia",0.79,-0.091,0,0.881,"Europe","Southern Europe"
"MKD",2016,"North Macedonia",1.032,-1.108,0.745,1.395,"Europe","Southern Europe"
"MKD",2000,"North Macedonia",-1.009,-1.422,0.22,0.193,"Europe","Southern Europe"
"MKD",2009,"North Macedonia",-1.665,-1.788,-0.381,0.504,"Europe","Southern Europe"
"MKD",2002,"North Macedonia",-1.034,-2.245,0.019,1.193,"Europe","Southern Europe"
"MYS",1991,"Malaysia",53.109,2.743,38.507,11.859,"Asia","South-eastern Asia"
"MYS",1993,"Malaysia",12.881,-3.126,-2.291,18.299,"Asia","South-eastern Asia"
"MYS",1994,"Malaysia",27.656,1.767,4.815,21.074,"Asia","South-eastern Asia"
"MYS",1989,"Malaysia",26.119,10.897,10.583,4.639,"Asia","South-eastern Asia"
"MYS",1984,"Malaysia",7.431,0.209,9.223,-2.001,"Asia","South-eastern Asia"
"MYS",1967,"Malaysia",0.276,-0.093,0,0.369,"Asia","South-eastern Asia"
"MYS",1992,"Malaysia",25.705,0.907,10.2,14.599,"Asia","South-eastern Asia"
"MYS",1981,"Malaysia",2.841,0.5,-4.14,6.482,"Asia","South-eastern Asia"
"MYS",1990,"Malaysia",22.47,1.49,-4.419,25.399,"Asia","South-eastern Asia"
"MYS",1975,"Malaysia",2.124,-1.047,0.497,2.674,"Asia","South-eastern Asia"
"MYS",1986,"Malaysia",20.096,-0.954,25.481,-4.431,"Asia","South-eastern Asia"
"MYS",1999,"Malaysia",55.212,2.429,28.249,24.533,"Asia","South-eastern Asia"
"MYS",1995,"Malaysia",16.977,1.697,5.036,10.245,"Asia","South-eastern Asia"
"MYS",1988,"Malaysia",10.235,-0.779,1.442,9.572,"Asia","South-eastern Asia"
"MYS",2006,"Malaysia",30.862,4.753,14.91,11.199,"Asia","South-eastern Asia"
"MYS",1968,"Malaysia",0.44,0,0,0.44,"Asia","South-eastern Asia"
"MYS",1972,"Malaysia",5.552,0.733,0.332,4.488,"Asia","South-eastern Asia"
"MYS",2013,"Malaysia",41.5,-9.472,25.516,25.456,"Asia","South-eastern Asia"
"MYS",1998,"Malaysia",-37.294,1.267,2.105,-40.666,"Asia","South-eastern Asia"
"MYS",1970,"Malaysia",3.549,0.012,0.081,3.456,"Asia","South-eastern Asia"
"MYS",1969,"Malaysia",1.067,0.035,0,1.032,"Asia","South-eastern Asia"
"MYS",2017,"Malaysia",1.22,23.558,0.512,-22.85,"Asia","South-eastern Asia"
"MYS",2010,"Malaysia",29.425,48.279,-19.992,1.139,"Asia","South-eastern Asia"
